score,text
12,Nairobi City County’s Kenya Devolution Support Program II (KDSP II) Grant Pursuit.
12,Notice for Change Of Venue For Public Participation on The Proposed Nairobi City County School Feeding Policy (2025)
12,The 2ND Nairobi Health Scientific Conference Registration is Officially Open
12,Notice For Public Participation For The Proposed Framework For Pre-Primary Teacher Management and Proposed Nairobi City County Childcare Facilities Regulations (2025)
12,Governor Sakaja Welcomes Victorious ‘Naibois’ After Historic CAF Triumph
12,"H.E Governor Sakaja Johnson reinforces development drive during a tour of ongoing works on Amboseli Road, Kilimani Ward"
12,"Click this link for ⇒ Proposed framework for pre-primary teacher management

Click this link ⇒ For Proposed Nairobi City County Childcare Facilities Regulations (Draft)"
12,"Kindly Click this Link ⇒ HERE for the Draft Nairobi City County School Feeding Policy 2025

General Inquiries"
12,Notice for Public Participation on The Proposed Nairobi City County School Feeding Policy (2025)
12,Nairobi County Infrastructure progress gains momentum under Ward Development Programme
12,"Nairobi, 2nd October 2025

In a continued demonstration of commitment to Nairobi County’s infrastructure development, CEO of the Ward Development Programme (WDP), Eng. Eston Kimathi embarked on an inspection tour of ongoing roadworks across various wards of Nairobi City County. This successive visit underscores ongoing oversight efforts to track progress, verify quality, and evaluate the impact of road projects being delivered under H.E. Governor Sakaja’s transformative city development agenda."
12,Nairobi Today News Letter Issue No 26
12,Nairobi emerges top in fight against HIV prevalence
12,"NAIROBI, December 19, 2019, GPS

Nairobi County has been awarded for it’s consistent efforts in offering requisite health solutions aimed at controlling the prevalence of HIV and AIDS."
12,Capacity Building Programme on ADP 2020/21 Public consultations
12,"Nairobi 15th August,2019

Nairobi City county staff who were identified as facilitators were today trained for the upcoming Public Participation forums on Annual Development Plan (ADP) 2020/21."
12,Governor Sonko to open Kariokor leather factory in July
12,"Nairobi residents will access locally made leather products in the next two months after the opening of Kariokor leather factory.

Governor Mike Sonko will unveil the multi-million-shilling factory in July to pave way for production of leather goods like shoes, belts and hand bags."
12,Nairobi City County conducts free mass anti rabies vaccination drive.
12,"Nairobi, 16th March 2024

A total of 726 dogs, 84 cats and 185 donkeys in Nairobi were vaccinated against rabies and issued with vaccination certificates during free mass vaccination exercise conducted by the Nairobi County Veterinary Services Directorate in partnership with animal welfare organizations namely; Brooke, Network for Animals and Kenya Network for Dissemination of Agricultural Technologies( KENDAT)."
12,Nairobi City County Prepares for Biashara Stimulus Programme: Stakeholders Meeting Paves the Way for Public Participation
12,"Nairobi: Tuesday 26th March, 2024

Business and hustler opportunities sector, through the Directorate of Micro, Small and Medium Enterprises Development undertook an internal stakeholders meeting for the soon to be operationalized, Nairobi City County Biashara stimulus programme."
12,New Year Gift as Nairobi City County Government Confirms Unified Business Permit Activation
12,NOTICE FOR PUBLIC PARTICIPATION ON THE NAIROBI SCHOOL FEEDING PROGRAMME
12,Notice for Stakeholders engagement on the proposed Nairobi City County draft public participation and civic education guidelines
12,"Kindly follow this link for the Proposed draft public participation and civic education guidelines

General Inquiries"
12,Advancing sustainable waste management in Nairobi County
12,"Nairobi,10th February 2025

Nairobi County Chief Officer for Environment Mr. Geoffrey Mosiria has affirmed that Nairobi City County remains dedicated to waste reduction, recycling and compliance in an effort to create a cleaner and healthier environment."
12,Nairobi County Government Initiates Comprehensive Evaluation of Fixed Assets in Devolved Functions: Deputy Governor Njoroge Muchiri Leads Identification and Valuation Event
12,Nairobi City County Takes Lead in Combatting Global Air Pollution Crisis: Media Workshop Empowers Journalists to Drive Change
12,County Government and UN-Habitat Forge Collaborative Path for Sustainable Urban Development in Kick-off Meeting
12,News Release
12,Somesha Stories Mobile App Launch Marks a Milestone for Inclusive Education in Nairobi City County
12,"Nairobi City County Government Champions Collaborations for Clean Air: Partnerships, Renewable Energy, and Nature-Based Solutions at the Forefront"
12,Nairobi City County Collaborates with Murang’a and Other Counties to Enhance Food Traceability and Safety in Landmark Initiative
12,Nairobi City County Collaborates with Clean Air Fund to Enhance Air Quality Monitoring Initiatives
12,"Nairobi, 5th February 2024

In a bid to ensure clean air in the city, Nairobi City County is focusing on partnering with Clean Air Fund in the efforts to fulfil its mandate of implementing air quality monitoring programmes."
12,Green Nairobi and World Water Net Forge Collaborative Solutions for Sustainable Rivers: A Dialogue on Elnino Preparedness and Environmental Empowerment in Mukuru Kwa Njenga
12,"Nairobi,30th November 2023

Green Nairobi’s Environment Subsector yesterday in Partnership with World Water Net held a dialogue on Nairobi rivers ecosystem with Community based organizations, youth and women groups in Mukuru Kwa Njenga."
12,"Notice For Public Participation For The Nairobi City County Aggregation And Industrial Park For Wood And Metal Artisans And Value Chain Actors, And Construction Of A New Market In Hospital Ward, Mathare Sub County"
12,Governor Sakaja Pays School Fees for Needy Girl Who Shared Her Story on Social Media
12,"NAIROBI:

Governor Sakaja Johnson has awarded Kimberly Nkatha an Executive Scholarship that will cover her high school education."
12,"Comprehensive Mass Donkey Welfare Campaign and Free Cats, and dogs Rabies Vaccination Drive"
12,"Chief Officer Wilson Gakuya Commends Progress at Nairobi Revenue Authority Offices, Set to Open Mid-March 2024 at Pension Towers"
12,"Nairobi, 10th March, 2024

Chief Officer for Revenue Administration, Wilson Gakuya has noted a remarkable progress made to Nairobi Revenue Authority offices that will be housed at Pension Towers."
12,"Nairobi,12th January 2023

Nairobi City County Governor H.E Sakaja Johnson has today flagged off Kenya Inter- Counties Sports and Cultural Associations (KICOSCA) team set to participate in the forthcoming inter-county games taking place from 15th to 21st January in Kisumu County."
12,County Secretary office signs Performance Contract with key Directorates
12,"Nairobi, 13th December 2024

Nairobi County Secretary, Godfrey Akumali, this morning called upon the directorates under his office to perform their functions diligently and with efficiency. Mr. Akumali was speaking during the signing ceremony for the 2024/2025 Performance Contracts."
12,Nairobi County to align urban mobility with air quality monitoring in an effort to improve air quality- Mr. Ibrahim Auma announces at CLEAN AIR FORUM 2025.
12,"Nairobi, 16th July 2025

Mobility and Works County Executive Committee Member Mr. Ibrahim Auma has unveiled plans to align urban mobility initiatives with air quality monitoring efforts as part of Nairobi County’s strategy to transition to cleaner, more sustainable transport systems, which will contribute directly to improved air quality across the City."
12,The Proposed Construction of Migori Stadium in Migori County
12,"Tender for Equipping of Tado Farm Borehole, Construction of Rising Main & Pipeline Extension to proposed irrigation Hydrants, Water Kiosks and Cattle Troughs in Turkana County"
12,Kenya Pipeline Company Invitation to Tenders
12,Expression Of Interest for Provision of Edible Oil Value Chain Business Development Services
12,Consultancy Services to Carry Out Impact Assessment of the Affordable Housing Program
12,Amendment of RFB Document Through Addendum No. 1 - Provision of Internet Capacity
12,"MyGov DESEMBA 19, 2023"
12,"MyGov DESEMBA 5, 2023"
12,"MyGov NOVEMBA 28, 2023"
12,"MyGov NOVEMBA 7, 2023"
12,"MyGov Oktoba 31, 2023"
12,"MyGov OKTOBA 17,2023"
12,"MyGov OKTOBA 3, 2023"
12,"MyGov SEPTEMBA 19, 2023"
12,"MyGov SEPTEMBA 12, 2023"
12,"MyGov SEPTEMBA 5, 2023"
12,"MyGov AGOSTI 29, 2023"
12,"MyGov AGOSTI 22, 2023"
12,"MyGov AGOSTI 15, 2023"
12,"MyGov AGOSTI 8, 2023"
12,"MyGov Agosti 1, 2023"
12,"MyGov JULAI 25, 2023"
12,"MyGov JULAI 18, 2023"
12,"MyGov JULAI 11, 2023"
12,"MyGov JULAI 4, 2023"
12,"MyGov JUNI 20,2023"
12,"MyGov JUNI 13, 2023"
12,"MyGov JUNI 6, 2023"
12,"MyGov MEI 23, 2023"
12,"MyGov MEI 2, 2023"
12,"MyGov MACHI 28, 2023"
12,"MyGov MACHI 21, 2023"
12,"MyGov MACHI 14, 2023"
12,"MyGov FEBRUARI 28, 2023"
12,"MyGov FEBRUARI 21, 2023"
12,"MyGov FEBRUARI 14, 2023"
12,"MyGov FEBRUARI 7, 2023"
12,MyGov 19th December 2023
12,MyGov 12th December 2023
12,MyGov 5th December 2023
12,MyGov 28th November 2023
12,MyGov 21st November 2023
12,MyGov 14th November 2023
12,"MyGov 7TH NOVEMBER, 2023"
12,"MyGov 31ST OCTOBER, 2023"
12,"MyGov 24TH OCTOBER, 2023"
12,The National ICT Survey was undertaken in 2010 and is presented in two sections. Section I presents a report of the National ICT Survey undertaken by the Kenya National Bureau of Statistics (KNBS). Section II is an Analysis of the National ICT Survey by Apoyo Consultoria on behalf of the Communications Commission of Kenya (CCK). The KNBS report provides a descriptive analysis of the Survey while Section II of the report provides detailed analysis of the ICT situation based on the intervening variables in different regions of Kenya as presented by the ICT consultants. Download report and related materials…
12,"The Festival will commence from 12th to 16th Dec 2022 at Uhuru Park.

Festival call for virtual auditions in Talent category starting from 28th Nov 2022 to 4th Dec 2022 followed by live performances by shortlisted applicants during The Festival. The grand finale will take place on 16th December, 2022 where the Winners will be awarded."
12,"Nairobi will never be the same again, Sonko says at swearing-in"
12,"Today, Nairobi is dirtier than it has ever been. Open sewers and mounds of garbage have become common sights in almost every corner of the city. Acute water shortages have long become a way of life for many residents, who have been left at the mercy of water cartels that make a kill from selling illegally acquired water to them.

Large potholes and blocked drainage systems are today synonymous with Nairobi. Understaffed health facilities that lack proper equipment and adequate medical supplies are what our residents have to put up with every day."
12,NB:
12,DG's Office reviews the cases and gives direction on resolution
12,Step 5
12,"THE OFFICE OF DIRECTOR GENERAL: Reviews the cases and gives direction on resolution; The DG also communicates officially to the complainant.

RECORDS AND REPORTS SUBMITTED TO THE CAJ"
12,Lazima iWork: Sakaja finally delivers Dandora Stadium
12,What you learn
12,Preparation
12,Nairobi is home to international brands of hotels and restaurants where visitors can indulge their taste buds in some delectable and tantalizing cuisines.
12,Relief for City residents as Sonko launches “water for all” project initiative
12,Governor Sakaja formally unveils the Nairobi Festival at the Uhuru Park.
12,Governor Sakaja formally unveils the 2nd Edition of The Nairobi Festival
12,Kangundo road market set to provide 1600 stalls to various Nairobi youth and traders in the city.
12,"Nairobi, 16th December, 2022

Nairobi City County Executive Committee Member for Business and Hustler Opportunities, Ms. Rosemary Kariuki visited the newly constructed Kangundo road market located in Mowlem Ward, Embakasi West Sub-County."
12,"Kariokor leather facility soon to commence production of standardized goods that are competitive locally, regionally and internationally"
12,"Nairobi, 17th December, 2022

The Nairobi County Executive for Business and Hustler opportunities, Ms. Rosemary Kariuki has hit the ground running on a reconnaissance mission of all existing County markets in a bid to identify gaps and unlock hustler opportunities."
12,Nairobi City County Honored as Most Supportive County at Small Business Awards 2023
12,Governor Receives Trophies From The Nairobi County Team Who Participated In The Kenya Inter-Counties Sports And Cultural Association Games
12,Kananu disburses the largest bursary scheme in the country
12,Nairobi City County Chief Officer for Housing Recognized
12,"Nairobi City County Executive for Health Hosts French Ambassador to Kenya, H.E Arnaud Suguet, on behalf of Governor Sakaja."
12,VACANCIES ANNOUNCEMENT
12,NOTICE FOR PUBLIC PARTICIPATION ON INFORMAL TRADE WITHIN CENTRAL BUSINESS DISTRICT (CBD
12,Nairobi City County Government to float a Green bond as part of innovative ways of attracting capital to finance its projects.
12,Governor Sakaja keeps his promise of supporting youth in Business.
12,I will prioritize health and education if elected Governor-Kananu
12,"NAIROBI (GPS) APRIL 2ND, 2022

Nairobi Governor Ann Kananu has vowed to totally transform health and education in Nairobi if she is elected governor in August 9 general election."
12,"Kananu orders release of impounded Boda Bodas, calls for quick installation of biometric plates"
12,"NAIROBI (GPS) MARCH 17, 2022

Nairobi City residents can now hope for order and sanity in the capital City after Nairobi Governor Ann Kananu struck a deal with boda boda operators to end the menace that has affected the sector for years."
12,Supermarket manager arrested and arraigned in court for illegal waste dumping
12,Mandera Deputy Governor pays courtesy call to Nairobi Deputy Governor Njoroge Muchiri
12,The Nairobi City County Liquor Board initiates the reviewing of the Liquor Act
12,"KEBS Tenders for Pre-qualification for Supply of Goods, Works & Services for the Years 2026-2028 & Tender for Supply, Delivery and Installation of Two (2) New Passanger Lifts at KEBS Headquarters"
12,Nairobi County To Partner With Safaricom For Chapa Dimba
12,Nairobi City County and Robert Bosch Stiftung Forge Strategic Partnership for Refugee Inclusion and Development Initiatives
12,"NAIROBI: 14th FEBRUARY 2024

A delegation from The Robert Bosch Stiftung paid a courtesy call to the County Executive Committee Member for Talent Skills Development and Care Ms. Rosemary Kariuki to discuss areas of collaboration."
12,Nairobi County strengthens market revenue stream with training focused on efficiency and transparency
12,"Nairobi, 3rd November, 2022

This morning Nairobi Deputy Governor, Njoroge Muchiri (L) was paid a courtesy call by Mandera Deputy Governor, Dr. Ali Maalim. Discussions evolved around enhancement of mutual relationships between the two counties. The Mandera Deputy Governor was accompanied by Siyad Hassan and Abdulkadir Sheikh."
12,"MyGov Disemba 17, 2024"
12,MyGov 17th December 2024
12,"MyGov Desemba 10, 2024"
12,MyGov 10th December 2024
12,"MyGov Desemba 3, 2024"
12,MyGov 3rd December 2024
12,MyGov 26th Novemba 2024
12,MyGov 26th November 2024
12,"MyGov 19th Novemba, 2024"
12,MyGov Issue 19th November 2024
12,"Ruiru, 13th March, 2023

Nairobi City County Chief Officer, Revenue Collection, Mr. Wilson Gakuya, today led other Chief Officers and County staff during the launch of the Validation of the Finance Bill 2023."
12,"MyGov Novemba 12, 2024"
12,MyGov 12th November 2024
12,"MyGov Novemba 5, 2024"
12,MyGov 5th November 2024
12,MyGov 29th October 2024
12,MyGov 22nd October 2024
12,"MyGov Oktoba 15, 2024"
12,MyGov 15th October 2024
12,"MyGov Oktoba 8, 2024"
12,MyGov 8th October 2024
12,"MyGov_Oktoba 1, 2024"
12,MyGov 1st October 2024
12,"MyGov Septemba 24, 2024"
12,"MyGov September 24, 2024"
12,MyGov 17th September 2024
12,"MyGov Septemba 17, 2024"
12,"MyGov Septemba 10, 2024"
12,"MyGov 10th September, 2024"
12,"MyGov 3rd September, 2024"
12,"MyGov Septemba 3, 2024"
12,Nairobi County Launches 90-Day Revenue Rapid Results Initiative: Deputy Governor Njoroge Muchiri Lead the Charge
12,"Nairobi, 3rd November, 2023- Nairobi County Deputy Governor Njoroge Muchiri and Acting County Secretary Patrick Analo are currently leading a 90 Days Revenue Rapid Results Initiative (RRI) review program exercise.

During this exercise, all NCCG Sectors are required to prepare a 90-day RRI work plan on revenue mobilization aimed at closing performance gap. Each sector will be required to indicate their respective revenue target for the FY 23/24 as well highlight their revenue raising measures , focusing on quick wins that translate to immediate results."
12,"MyGov Agosti 27, 2024"
12,MyGov 27th August 2024
12,"MyGov August 20, 2024"
12,"MyGov August 13, 2024"
12,"MyGov August 6, 2024"
12,"MyGov July 30, 2024"
12,"MyGov July 23, 2024"
12,"MyGov July 16, 2024"
12,"MyGov July 9, 2024"
12,"MyGov July 2, 2024"
12,"MyGov June 25, 2024"
12,"MyGov June 18, 2024"
12,"MyGov June 11, 2024"
12,"MyGov June 4, 2024"
12,"MyGov May 28, 2024.pdf"
12,"MyGov May 21, 2024"
12,"MyGov May 14, 2024"
12,"MyGov May 7, 2024"
12,"MyGov April 30, 2024"
12,"MyGov April 23, 2024"
11,31st
11,Stay Updated with the Blog
11,NATIONAL COMMITTEE MEMBERS
11,"Markets and Trade senior management reviews progress, sets priorities"
11,Nairobi City County is a Corruption free zone. Report Corruption or Crime via sending an email to investigations@nairobi.go.ke
11,Mobility and Works
11,"CS Hon. Geoffrey Ruku, alongside PS. Dr. Jane Imbunya, poses with NYS top leadership during the 2025 NYS graduation ceremony

President William Ruto with CS Geoffrey Ruku, PS Dr. Jane Kere Imbunya, and NYS leadership at the 2025 graduation"
11,| Kenya's Gold | Upangaji wa viazi vya gredi mbalimbali (part 2)
11,| Kenya's Gold | Processing of potatoes - Gold Feature
11,"Kenya's Gold team from Citizen TV Kenya explored our seed potato distribution from Nakuru, Kenya. Click the link below to watch the highlight of their visit, showcasing how we prepare our certified seed potatoes for delivery to potato farmers, enabling them to plant it at the right time."
11,| Kenya's Gold | Upangaji wa viazi vya gredi mbalimbali
11,"Kenya's Gold team from Citizen TV Kenya explored our seed potato cold store in Nakuru, Kenya. Click the link below to watch the highlight of their visit, showcasing how to preserve seed potatoes in the right manner,, to ensure they are of excellent quality for all Eastern African smallholder farmers when they need them."
11,| Kenya's Gold | Ukuzaji wa viazi nchini
11,"To: All Importers, Exporters Shipping Goods to Kenya, Shipowners, Carriers, Shipping Agents, Customs Agents, and Relevant Stakeholders.

Kenya Revenue Authority (KRA) informs all users of Kenya’s ports that an Advance Cargo Declaration (ACD) platform, a digital pre-arrival cargo system for all containerised cargo destined for Kenya ports is now available. The implementation of this platform will be launched on Monday, 3rd August, 2026."
11,Recent News and Events
11,Explore our news and events section and stay updated with the latest from The Kenya National Bureau of Statistics. Our news and events mainly focus on our reports and a few other related areas. To always stay updated be sure to subscribe to our newsletter via the link at the bottom of the page.
11,KRA bans stripping of containers destined for Zanzibar
11,"The Kenya Revenue Authority (KRA) has banned the stripping of cargo containers at the port of Mombasa before onward conveyance by dhows to various consignees in Zanzibar.

The move is meant to curb sea smuggling where cargo is diverted in the ocean, finding its way into the local EAC market. Stripping involves offloading various small consignments from a single container."
11,KRA suspends officers in irregular sale of ethanol
11,"The Kenya Revenue Authority (KRA) has suspended three officers alleged to be involved in irregular sale of ethanol marked for destruction, pending further investigations.

The officers stationed in Mombasa, allegedly aided the sale of eight containers of ethanol outside the normal KRA auction process."
11,Staff Interdicted for Abetting Tax Evasion
11,"10th May, 2019

KRA has today interdicted 75 staff suspected of involvement in activities that undermine the institution’s mandate by abetting tax evasion and facilitating access to services through bribery and corruption. The practices in question include facilitation of irregular/fraudulent clearance of cargo, fraudulent amendment of tax returns so as to help taxpayers evade taxes and the irregular issuance of Tax Compliance Certificates. Of those affected, 61 are from Domestic Taxes Department and 14 are from Customs and Border Control Department. The bulk of the cases (62) touch on staff based in Nairobi."
11,KRA seizes high-end vehicles at Mombasa Port
11,"7th March, 2019

Kenya Revenue Authority (KRA) has intercepted three high-end motor-vehicles concealed as household goods and hidden in two forty-foot containers. The concealment was discovered during a Customs clearance process at the Port of Mombasa."
11,Directors of second-hand motor vehicle company charged with evading Kshs. 126 million in taxes
11,"Two directors of a second-hand motor vehicle firm were today arraigned before a Mombasa court charged with evading payment of tax worth Kshs 126 million.

The accused persons, Nabil Hussain Quresh and Salman Ahmed Rizvi of both Pakistani national, and their company known as Ameen motors Limited were jointly charged for unlawfully making incorrect statements in their income tax returns for a period of four years, reducing their corporate tax liability by a total of Kshs. 126 million."
11,County supplier charged with tax evasion amounting Sh 3 million
11,"A businessman who made supplies worth Kshs 65 million to Trans Nzoia County has been charged before Eldoret Senior Principal Magistrate Hon. Naomi Wairimu with tax fraud amounting to Kshs.3 million.

Joab Lumbasi Simiyu, director of Africonnect Limited, faced four counts of charges jointly with the company. He faced two counts of failure to pay VAT of Kshs 2.9 million and Kshs 155,000 for the years 2015 and 2016 respectively by due dates. He also faced two counts of failure to submit tax returns for the two years as required under Tax Procedures Act 2013."
11,"An interception of a motor vehicle carrying bottled water affixed with fake excise stamps at Kanyonyo area in Kitui County has led to discovery of more stamps worth Kshs. 850,000 in revenue at a Limuru based water factory.

The motor vehicle ferrying Farris Pure Natural Spring water with counterfeit stamps was intercepted by the Multi Agency Team (MAT) on 11th July 2020."
11,"Customs officers based at the Taveta-Holili One-Stop Border Post (OSBP) on Friday evening seized 1,000 pieces of explosive detonators at Mwakitau along the TavetaMombasa highway. Three suspects were arrested in connection to the incident.

The KRA team, backed by administration police officers attached to the OSBP, while on routine patrols intercepted the devices while being transported together with Tobacco by a truck no T143ARG at around 5.30 pm, one kilometer away from Maktau roadblock, Taita Taveta County."
11,KRA set to enhance Trade Facilitation at the Port of Lamu.
11,"Kenya Revenue Authority (KRA) has finalized its plans to enhance trade facilitation and fast-track cargo clearance at the New Lamu Port.

The KRA office in Lamu has been equipped with the necessary infrastructure including connectivity to access all the Customs, KENTRADE and Kenya Ports Authority systems."
11,Two suspects convicted for smuggling sugar from Uganda
11,"Two suspects have been convicted by Kapenguria law court after they were found guilty of smuggling sugar from Uganda. Kapenguria Senior Principal Magistrate Samuel Mutai found Leonard Rotino and Collins Ignatious Steekamp guilty of smuggling 700 bags of sugar each weighing 50kg branded Kaliro brown sugar and which are manufactured in Uganda.

Rotino, importer of the goods, was sentenced to serve 5 years imprisonment or pay a fine of half the dutiable value of the goods which is Kshs 1,575,000 while Steekamp, a truck driver, was sentenced to pay a fine of Ksh 50,000. The 700 bags of brown sugar were also forfeited to the Kenya Revenue Authority. The court delivered the judgment on 22nd January, 2021."
11,"A High Court in a decision rendered on 9th April 2021 found that Brookhouse Schools was liable to pay PAYE totalling KShs.140, 217,163.00 in respect of non-cash benefits accorded to their employees. The Court rejected the argument by the School that there was ambiguity in law on what value to be attached to the benefit.

KRA had filed an Appeal against the decision of the Tax Appeals Tribunal that the school was not liable to pay PAYE on the value of school fees forgone in providing education for the employees’ children and that KRA should have disallowed the cost of providing the benefit and subject the same to Corporation Tax."
11,"KRA officers recover 28,000 USD concealed in apparel"
11,"Kenya Revenue Authority (KRA) officers have recovered 28,000 USD concealed in a jacket shipped into Kenya as a parcel from South Carolina state, USA.

On 5th November 2021, officers from Posta Parcel Office jointly with KRA customs officers based at City Square Post Office discovered 28,000 USD concealed the clothing."
11,"Two traders have been intercepted while trying to smuggle 6200 litres of ethanol while concealed in maize and wheat bran bags. Stephen Njuguna Kironji, owner of goods and Kenneth Karanja Kimaku who was the driver of a motor vehicle registration number KCG 865K.

The driver was arrested on 13th June 2021 in Kinangop area along Nakuru Nairobi Highway and the owner was arrested at Mugumu Police Station where the vehicle was detained. The customs duty of the goods is Kshs 2,571,924."
11,Customs to play key role in new Horn region road network
11,"The Kenya Revenue Authority (KRA) will play a key logistical role in once the new major road connecting the horn of Africa countries is complete. The road, under the banner Horn of Africa Gateway Development Project (HoAGDP), was launched in Isiolo town.

The road will connect Kenya to Somalia and to Ethiopia. The Isiolo-Mandera regional road corridor—the primary project area—traverses the North Eastern counties of Isiolo, Wajir, Mandera and Garissa. Kenya, Ethiopia and Somalia have long common borders, with many potential locations for developing border posts to facilitate trade. KRA is ready to establish One Stops Border Posts (OSBPs) in the border points where the road join the nighbouring countries at Rhamu and Mandera OSBP to ensure business thrives andthat the right revenue is collected."
11,"Two charged for possession of contraband cigarettes, fake stamps"
11,"Two persons have been charged at Nakuru Law court for being in possession of contraband cigarettes and counterfeit Kenya Revenue Authority (KRA) Excise stamps.

The suspects, John Gitau Kamau and Benson Kamau Mburu were arraigned before Principal Magistrate Isaac Orenge to answer to three counts of charges. The charges are that of being in possession of; uncustomed goods, excisable goods affixed with counterfeit Excise stamps and being in possession of counterfeit Excise stamps in contravention of the provisions of Customs Laws and Excise Duty Act of 2015."
11,"A truck driver, who was among four people separately charged with various counts of tax evasion amounting to Kshs 2,745,113 before the Milimani law court, pleaded guilty.

Onesmus Muthini Mutie was charged with a count of conveying excisable goods affixed with counterfeit excise stamps pleaded guilty before Chief Magistrate Wendy Kagendo. Muthini was arrested on 7th October 2021 after police established that the motor vehicle he was driving was conveying 98 cartons of 250ml People Vodka and 44 cartons of East South Magic Times spirit all affixed with counterfeit excise stamps worth KShs 252,121 tax. He pleaded guilty to the charge and was released on a fine of KShs. 50,000/= or to face an imprisonment term of 6months."
