score,text
55,PRESS RELEASE
55,"The Kenya National Bureau of Statistics (KNBS) is a State Corporation established by the Statistics Act, 2006, for the collection, compilation, analysis, publication and dissemination of statistical information, and the coordination of the national statistical system. It is the principal agency of the Government for collecting, analysing and disseminating statistical data in Kenya and the custodian of official statistical information

About Us Directorates Board of Directors Partners Top Management Report Corruption"
54,"Download and fill forms 1 and 2.

Log into iTax to apply and attach the verification documents."
54,"Address

Times Tower Building Haile Selassie Avenue P. O. Box 48240 - 00100"
52,Machakos Hosts Ministry of ICT's 6th Town Hall Meeting
52,"The Ministry of Information, Communications and the Digital Economy today held it's 6th Town hall meeting at the Machakos University in Machakos County.The Ministry led by PS ICT and Digital Economy Eng.John Tanui had earlier on launched the 2nd phase of the Digischool Internet Connectivity at the Machakos School for the Deaf in Machakos town.In his keynote address, Eng. John Tanui emphasized the government's focus on enhancing connectivity and digitization to drive the digital economy. He highlighted efforts to support innovation and software development opportunities, ensuring that Kenya remains competitive in the global tech landscape.During the town hall meeting, over 200 students were enlightened through two panel discussions where the Vice Chancellor Prof Joyce.J.Agola; ICTA CEO Stanley Kamanguya and Konza Technopolis Development Authority(KoTDA) CEO John Paul Okwiri were some of the panelists.During the Town hall meeting themed ""Unlocking potential opportunities in the Digital Economy"" the panelists explored various subjects among them digital platforms ; digital skilling for online work; data protection and cyber Security.Other topics explored are on government's contribution in digital opportunities; inclusion in digital opportunities; start up incubations and training and jitume hubs.Other panelists were drawn from the Office of the Data Protection Commissioner; Inua AI; E- mobilis; State Department for Basic Education; Higher Education.and Technical, Vocational Education and Training(TVET).The students were drawn from Machakos University, South Eastern Kenya University (SEKU), Machakos Institute of Technology; Machakos Technical Institute; Uwezo College and SCOTT UniversityThe Ministry has in the past one year held Town Hall meetings in Narok, Uasin Gishu, Kwale, Baringo and Kakamega counties.

Our Contacts"
52,Stakeholders Validation Workshop for the payroll management Policy.
52,"This morning the State Department for Public Service held a Stakeholders Validation Workshop for the payroll management Policy at the Kenya School of Government, Kabete campus.Speaking on behalf of the Principal Secretary Mr Njuguna Kiarie, Senior Deputy Secretary State Department for Public Service said the development of Payroll Management Policy for the Public Service was a participatory exercise that involved consultation with the Interagency Technical Committee drawn from various stakeholders including the National Treasury, Public Service Commission, Teachers Service Commission, The National Police Service Commission, Salaries and Remuneration Commission, The State Law office and Office of Auditor General.The policy has been developed in accordance with the Ministry’s function of Government Payroll Policy and Standards as contained in the Executive Order No. 2 of 2023 on Organization of the Government. The development of this policy also reinforces the Government’s Bottom-up Economic Transformation Agenda (BETA) of promoting accountability and openness in the management of public affairs, institutionalizing open governance in all state organs and agencies. The Policy aims at providing a framework for payroll data processing, storage and protection; streamlining payroll processing through appropriate standards, controls and norms; providing guidelines for capacity building and training of payroll management personnel; and a mechanism for monitoring, evaluation and reporting payroll management activities aimed at enhancing effective and efficient service delivery in the Public Service."
51,Early detection gaps leave livestock farmers exposed to disease outbreaks
51,"Livestock diseases continue to pose a significant threat to farmers’ livelihoods, food security, and public health in Kenya.

Diseases such as Foot-and-Mouth, Peste des Petits Ruminants (PPR), and parasitic infections reduce productivity, restrict market access, and, in some cases, can spread from animals to humans, causing zoonotic outbreaks."
50,EMPOWERING VULNERABLE LIVES THROUGH COORDINATING GOVERNMENT INTERVENTIONS.
50,"Story by SDPS Public Communications Unit

During an official field assignment in Vihiga County, Principal Secretary Dr. Jane Kere Imbunya encountered a vulnerable young girl who is deaf and non-verbal. Owing to communication barriers at the time, the PS undertook to follow up on the case.Upon her return, a detailed assessment revealed that the girl is an orphan, a young mother, and living in a dilapidated house under extremely vulnerable conditions, with limited social support. In response, the PS adopted a structured and sustainable approach focused on empowering the girl through life skills development to enhance her long-term self-reliance.To implement this intervention, the PS engaged Dr. Willis Ombima, Head of the Psychology and Wellness Directorate, who coordinated a comprehensive five-point action plan:1. Disability Assessment and RegistrationThe girl underwent medical assessment at Kapsabet Referral Hospital, which confirmed a profound hearing impairment. While early detection may have improved her condition, she now requires hearing aids. She has since been successfully registered with the United Disabled Persons of Kenya (UDPK) and the Kenya National Association of the Deaf (KNAD), with follow-up underway to facilitate access to assistive hearing devices.2. Education and Skills Gap AssessmentIt was established that the girl dropped out of school in Standard 7 following the loss of her parents, limiting her access to formal employment opportunities and effective communication.3. Strengthening Social Support SystemsAlthough she receives minimal support from a relative, the assessment highlighted the need for structured and sustained intervention to address her socio-economic vulnerabilities.4. Technical Skills DevelopmentShe has since been enrolled at St. Joseph Nyagoma Technical Training Institute, where she is undertaking training in tailoring alongside sign language to enhance her communication abilities. The programme is delivered under the National Industrial Training Authority (NITA) curriculum, which accommodates her academic background and equips her with practical, marketable skills.5. Social Health CoverageThe girl has been registered under the Social Health Authority (SHA), with arrangements underway to facilitate settlement of the required annual contribution.The intervention has been realized through a collaborative effort involving various government institutions and local administration, including the Deputy County Commissioner for Tiriki East. Notably, initial financial support for the girl’s needs was provided personally by the PS, while officers within the Psychology and Wellness Directorate made voluntary contributions towards her tuition, training materials, and personal effects.This initiative reflects a strong commitment to public service values, underscoring the importance of empathy, inclusivity, and collective responsibility in addressing the needs of vulnerable members of society. It also demonstrates the transformative impact of coordinated government action in restoring dignity, enhancing opportunity, and securing a better future for both the young girl and her child."
48,Frequently Asked Questions (FAQs)
48,Implementation Timeline
48,"KRA’s mandate is to collect taxes and ensure compliance with tax laws, while the CA’s role involves regulating communication services. KRA works with other regulatory authorities to ensure compliance of products coming into the country. This initiative combines regulatory oversight from CA with KRA’s tax enforcement to enhance compliance and prevent tax evasion. The Communications Authority (CA) plays a crucial role in regulating telecommunications in Kenya, which includes overseeing the registration and compliance of mobile devices.

No, tourists and short-term visitors will not be affected by this requirement."
48,Can’t find what you are looking for?
48,"Kenya courts Portuguese investors, pushes trade expansion and protection of oceans in high-level talks"
48,"Kenya has intensified efforts to attract foreign investment and expand trade opportunities following high-level bilateral talks with Portugal, with leaders from both countries pledging to unlock economic potential and strengthen cooperation across key sectors.Prime Cabinet Secretary and Foreign Affairs Cabinet Secretary Musalia Mudavadi said the Nairobi meeting with Portugal’s Foreign Minister Paulo Rangel focused heavily on boosting trade volumes, which remain significantly below potential.“Notably, our trade volumes have historically been low; consequently, Kenya and Portugal recognize the imperative to maximise the immense potential that exists between our two economies,” Mudavadi said.To address this gap, the two countries agreed to strengthen collaboration between trade institutions, including ministries and business councils and to promote joint forums and trade missions aimed at facilitating direct engagement between investors and enterprises.Mudavadi said Kenya is positioning itself as a strategic entry point for Portuguese investors seeking access to Africa’s fast-growing markets, highlighting the country’s connectivity and regional integration advantages.“Kenya is strategically positioned as the gateway to East and Central Africa… In this context, we invite Portuguese investors to choose Nairobi as their anchor for investment in the wider African market,” he said.He noted that Kenya offers access to a combined market of more than 300 million people within the East African Community, as well as the broader African Continental Free Trade Area, which encompasses over 1.3 billion consumers.The talks also underscored the importance of leveraging existing frameworks such as the Kenya-European Union Economic Partnership Agreement to accelerate trade and economic growth between the two nations.Beyond trade, Kenya is seeking to deepen sector-specific investments, particularly in the blue economy, which emerged as a priority area during the discussions.The two countries committed to expanding collaboration in sustainable fisheries, marine conservation, maritime transport, and ocean governance.This builds on previous cooperation, including joint involvement in the 2022 United Nations Ocean Conference in Lisbon and sets the stage for further engagement during the upcoming Our Ocean Conference 2026 in Mombasa.""We have to work towards protecting oceans from threats of pollution and climate change. This is part of the progress in advancing sustainable food security."" said Rangel.On labour mobility, the leaders highlighted progress in facilitating travel and workforce exchange, pointing to the recent opening of a Portuguese visa processing centre in Nairobi as a step toward easing movement between the two countries.“Kenya and Portugal agreed to continue exploring mutually beneficial frameworks that facilitate skills mobility and protect the rights and welfare of our citizens abroad,” Mudavadi said.At the multilateral level, Kenya is also leveraging the partnership to push for broader global reforms. The two countries expressed alignment on the need to strengthen international cooperation and reform global institutions to better address emerging challenges.“They have agreed to continue working together to push for reforms of the international financial architecture and the United Nations Security Council to better address crises such as regional conflicts, climate change and debt vulnerabilities,” the statement said.Climate and energy cooperation also featured prominently, with both sides pledging to enhance collaboration in renewable energy development, climate finance and nature-based solutions. Mudavadi highlighted Kenya’s growing leadership role in global climate action under President William Ruto.""The Ocean agenda and climate action and financing are a top priority for us. We want to deepen the dialogue and investment in Africa, building partnerships that will help us have a credible voice ti balance the ongoing geopolitical debate."" said Rangel.Security cooperation remains another pillar of the partnership, with Kenya and Portugal reaffirming their commitment to diplomacy and joint efforts to address instability in regions such as the Horn of Africa and the Great Lakes.""We have made progress that calls for action and follow up. We are calling on the private sector to come on board and support us."" said Rangel.Mudavadi also acknowledged Portugal’s contributions to United Nations peacekeeping missions, particularly in South Sudan, noting that such engagements are critical in promoting regional stability."
48,Related Links
47,KRA Launches Tax Filing Campaign
47,"11th April, 2019

The Kenya Revenue Authority (KRA) is projecting a 40% growth on the rate of tax returns compliance this year with more than 4 million taxpayers expected to submit their returns on the iTax Platform by 30thJune 2019. To raise public awareness on the crucial tax returns programme, KRA has rolled out a public campaign dubbed Tujijenge(Let’s build ourselves) on digital, radio and print media platforms. The campaign seeks to encourage taxpayers to comply with their tax obligations by filing their 2018 income tax returns by 30thJune 2019. KRA further encourages Corporates and Business Owners to pay their 2018 tax dues by 30thApril 2019. KRA’s tax collection pace has remained well above the country’s nominal economic growth rate. Over the years, revenue collection has grown exponentially from Ksh 122 Billionin 1995/1996to Ksh 1,435 Billion in 2017/18. Speaking during the launch of the campaign, KRA Commissioner for Domestic Taxes, Mrs. Elizabeth Meyo said that domestic revenue collections plays a critical role in sustaining economic development. Mrs Meyo said that Domestic revenue generated by local taxpayers in recent years has facilitated the construction of crucial road links, equipped medical facilities and free primary and secondary education among other national development initiatives. “Through our collective tax contributions, the government has been able to successfully ensure development of infrastructure and other projects across the country,” Mrs Meyo said, adding that: “This year the tax filing season is also opened for tax defaulters to pay their 2018 dues by end of April 2019.” KRA has in recent years introduced a number of initiatives to make paying taxes easier and facilitate compliance, namely: implementation of an online platform; iTax, for filing and paying income tax and the standards levy; improved customer service as well as transformation of KRA initiatives by enhancing digitization. Additionally, there have been concerted efforts to combat tax evasion and fraud using intelligence and risk based forward looking enforcement. Through these Revenue Enhancement Initiatives (REI) programmes, KRA revenue collection for the financial year 2017/2018 was KShs. 1.435 trillion in spite of the tough economic environment. The revamped iTax platform saw 6.7 million taxpayers registered on iTax compared to 5.4 million enrolled the previous year. In 2019, KRA targets to have more than 4 million taxpayers file their 2018 income tax returns. In 2018, 3.2 million taxpayers filed their returns on the iTax platform for both resident and non-resident categories. In addition, the Tujijengecampaign will be used as a rallying call to drive compliance to enable KRA attain 2018/2019 revenue target of KShs. 1.8 trillion. KRA calls on all employers to issue out P9 forms to their employees to enable them file their 2018 tax returns by June 30th2019. Kenyans are reminded that the penalty for late submission of an income tax return for an individual is KSh. 2,000 as stipulated in the Tax Procedures Act 2015."
47,Related Stories
47,County launches vaccination drive to contain foot and mouth outbreak
47,"Amass livestock vaccination exercise against foot-andmouth disease has kicked off in Siaya County, with the Department of Livestock and Veterinary Services urging farmers to ensure their cattle are vaccinated.

Speaking during a vaccination exercise at Majengo Primary School grounds in Usigu Sub County, the National Agriculture Value Chain Development Project (NAVCDP), Siaya County Co-ordinator, Vincent Okoth, said the aim of the campaign was to address animal health issues, so as to enable farmers access market."
46,"President Ruto Delivering Speech at UNGA@80, New York"
46,"On 24th September 2025, the President and Head of State and Government of the Republic of Kenya, His Excellency Dr. William Samoei Ruto, delivered a landmark speech at the 80th Session of the United Nations General Assembly (UNGA) in New York.In a powerful address to the global community, President Ruto underscored the urgent need for the United Nations to adapt to the complex challenges of the 21st century, including conflicts, climate change, inequality, and evolving global governance dynamics. Drawing on both historical lessons and Kenya’s own experience in multilateral peacekeeping, the President called for a reinvigorated UN that is fit for purpose, legitimate, and responsive to the realities of today’s world.President Ruto highlighted the plight of Haiti, where Kenya led the Multinational Security Support Mission (MSS) over the past fifteen months. He praised the resilience and dedication of Kenyan forces in restoring security, reopening schools, and ensuring safe operations at key infrastructure, while stressing that coordinated international support remains essential for sustainable peace.Turning to pressing humanitarian issues, the President expressed deep concern over the situations in Gaza and Sudan, urging adherence to international humanitarian law, unconditional release of hostages, and the resumption of political dialogue. He reaffirmed Kenya’s support for a two-state solution in Israel and Palestine and emphasized the importance of Sudan’s sovereignty and unity.On climate change, President Ruto presented Kenya and Africa as proactive drivers of solutions. He highlighted that 93% of Kenya’s electricity comes from renewable sources, with investments expanding into e-mobility, climate-smart agriculture, and green manufacturing. Africa’s collective initiatives, including the Nairobi Declaration on Climate Action and successive Africa Climate Summits, were showcased as models of climate-positive growth, resilience, and job creation.President Ruto also addressed global financial inequities, criticizing the outdated governance of institutions like the IMF and World Bank. He called for reforms to democratize decision-making, provide fair access to resources for developing countries, and strengthen Africa’s financial independence. Kenya’s support for initiatives such as the Alliance of African Multilateral Financial Institutions, the African Central Bank, African Monetary Fund, and African Investment Bank was highlighted as evidence of Africa taking proactive steps toward economic self-determination.Finally, the President emphasized Africa’s long-standing demand for Security Council reform, advocating for two permanent and two non-permanent seats for the continent. He framed this not as a favor, but as a necessity for the UN’s legitimacy and continued relevance in a multipolar world.Concluding his address, President Ruto urged the international community to seize the UN at 80 milestone as an opportunity to reimagine and rebuild the United Nations into a body capable of delivering justice, peace, and development for all nations"
46,"NDMA distributes 1,000 Galla bucks to needy families in Baringo"
46,"The National Drought Management Authority (NDMA) has rolled out the distribution of 1,000 Galla bucks in Baringo North Sub-County in a bid to restore the livelihoods of families affected by insecurity.

Speaking after he launched the exercise at Chebarsiat, NDMA Chief Executive Officer Hared Adan, said NDMA is partnering with the County Government of Baringo under the National Drought Emergency Fund (NDEF) following a request by residents of Saimo Soi Ward, three years ago."
45,Contact information
45,Quick Links
45,Shaping Solutions; African led pathways to climate resilience and justice
45,"On the fringes of the ongoing Africa Climate Summit in Addis Ababa, conversations are abound. During the session on Shaping Solutions; African led pathways to climate resilience and justice, the Ugandan Minister of Finance, Planning and Economic Development, Mr. Matia Kasaija, also serving as Co-chair of the Ministers of Climate Action, in a key note address, underscored the urgent need for African finance ministers to play a more active role in climate adaptation conversations.

He highlighted that Africa remained the most vulnerable continent to climate shocks and it was necessary to identify continent-specific solutions despite historical and structural challenges dating back to the colonial period. The session was informed that disasters such as floods, droughts and other natural calamities contributed to displacement and the resettlement of affected populations resulting in high expenditures, reduced revenues, and an increase in debt burdens as governments worked to protect citizens. The minister noted that these realities required pragmatic financing strategies that addressed the immediate needs while laying the groundwork for long-term resilience."
45,Bridging the Divide: Aligning Climate and Humanitarian Financing for Resilience in Africa
45,"Various conversations continue to be had on the sidelines of the on-going 2nd edition of the Africa Climate Summit. The panel on Bridging the Divide: Aligning Climate and Humanitarian Financing for Resilience in Africa brought together experts including Mr. Tobias Ogweno of the Ministry of Foreign Affairs, Mr. James Muraguri of the Institute of Public Finance, Mr. Tendai Kasinganeti, Climate and Security Advisor at UNOAU, and Ms. Elise Nalnandian of OXFAM, where it was agreed that the world must rethink humanitarian financing in order to build long-term resilience in the face of escalating climate shocks.

The panelists reviewed the history of humanitarian financing in Africa, noting that traditional models—largely centered on food aid such as flour, salt, rice, and oil—continued to create a cycle of dependency and were not sustainable. Instead, communities are calling for dignified, predictable, and sustainable solutions that empower them to adapt. Climate-smart agricultural techniques, such as artificial intelligence, have been recognised as effective for weather forecasting in drought and flood scenarios. Innovations such as anticipatory drought and famine insurance were cited as examples of humanitarian funding approaches that help mitigate vulnerability. It was highlighted that local innovations across communities have resulted in a transition from food aid dependence to food surplus, with Machakos cited as an example of generating enough to feed Nairobi despite previously relying on food aid. Success stories of community-led water pan construction in arid and semi-arid countries for animal watering and irrigation were also highlighted."
44,Clean cooking alternatives transforming lives for Lake Victoria locals
44,"KNA by Robert Ojwang’The widespread use of wood-based charcoal and firewood for cooking among rural communities around the Lake Victoria region poses serious consequences for both the environment and public health.

As floods and drought are becoming more frequent and intense, affecting livelihoods, local communities are being encouraged to transition to clean energy sources as a proactive ensure to combat climate change, airpollution, and health risks. Traditional cooking methods using inefficient stoves emits soot (black carbon) and other harmful pollutants into the atmosphere, contributing significantly to the deterioration of the environment."
44,Graphic health warnings introduced for E-cigarettes and heated tobacco products
44,"The Ministry of Health, through the State Department of Public Health and Professional Standards, has unveiled new graphic health warnings (GHWs) for the novel nicotine and emerging tobacco products.

The move, in line with the Tobacco Control Act of 2007, underscores the Ministry’s dedication to safeguarding public health."
43,"Health agency steps up Ebola response training in Trans Nzoia, Turkana"
43,"The Kenya National Public Health Institute has intensified national Ebola preparedness efforts through a week-long Integrated Rapid Response Team (RRT) training programme conducted in Trans Nzoia County and Turkana County.

The initiative, supported by the U.S. Government-funded Strengthening Infectious Disease Detection Systems (STRIDES) programme, is part of a broader national effort to fortify frontline defenses against Ebola Virus Disease (EVD) and other public health emergencies."
43,Tvet a Key enabler of Government's Vision 2030 Actualization
43,Breadcrumb
43,"TVET a Key Enabler of the Government’s Vision 2030 Actualization By: Justus Anzaya The Education Cabinet Secretary (CS) Julius Migos Ogamba has noted that Technical, Vocational Education and Training (TVET) is a key pillar to the Government’s vision 2030 actualization.The CS who spoke at the Kenya School of TVET during the release of TVET Curriculum Development, Assessment and Certification Council (TVET CDACC) July/August 2024 Competency-Based Education and Training (CBET) assessment results, said that TVET plays a great role in spurring industrialization in Kenya.“As the Government gears up to achieve vision 2030, TVET plays a great role in spurring industrialization in Kenya which is a clear step to achieving vision 2030,” CS Ogamba noted that with successive implementation of Competency-Based Education and Training (CBET) in TVET institutions, the model is on a good trajectory to equip Kenyan youth with hands-on skills in order to partake in the industrialization of Kenya in order to achieve vision 2030. The CS further pointed out that the successful implementation of Recognition of Prior Learning (RPL) spearheaded by the Kenya National Qualifications Authority (KNQA) is a key testament to fruitful implementation of CBET in Kenya. The CS said that this initiative has brought many Kenyans with skills but without certification into the ecosystem of skills qualification turning out to be an excellent tool for inclusivity and opportunity to Kenyans. CS Ogamba at same time added that the Government has implemented several key initiatives designed to strengthen the TVET sector, widen access to TVET as well as to improve the quality of programs in TVET institutions. To ensure that TVET programs remain relevant to the evolving technological changes in the market, the CS said that the Government has continued to partner with various industries in curriculum development, assessment, industrial practice and continuous curriculum reviewing. “These partnerships are instrumental in bridging the gap between education and employment at the same time helping our educational institutions to solve the historical skills mismatch that industries have for along time been complaining of,” He said that the Government through TVET CDACC has developed more over 400 competency- based curricula and all of them have been developed in close consultation with industry experts to ensure that every skill taught in TVET institutions is directly applicable to the real-world job roles. In July/August 2024 CBET assessment results across 252 TVET assessment centers in the country, a total of 59,575 candidates were assessed in 226 qualifications across all levels with 2,929 units of competency. “Going forward, the Government is committed to ensuring that CBET continues to evolve, remain relevant in order to drive the economic transformation of Kenya,” noted the education CS. He said that as CBET gains momentum, the Government has established rigorous quality assurance mechanisms to maintain consistency and high standards in TVET training programs. In line with Kenya’s commitment to sustainable development, the Education Cabinet Secretary echoed that TVET has integrated green skills and environmental awareness into its curricula in order to prepare the youth for future jobs and for a future that requires responsible and sustainable approaches across all industries. The CS lauded international collaboration noting that collaboration with development partners such as; GIZ, International Labour Organization (ILO), CICAN through Mastercard Foundation, World Bank among other partners has strengthened Competency-Based Education and Training (CBET) implementation in Kenya. He said the partnership has given Kenya an opportunity to learn from global best practices thus positioning Kenya as a leader in Competency-Based Education and Training in Africa at the same time expanding opportunities for Kenya’s TVET trainees on the international stage."
43,Add new comment
43,CS Commissining Junior School at St. Charles Lwanga Mombasa
43,"Education Cabinet Secretary Julius Migos Ogamba January 23,02025 commissioned newly constructed Junior School classrooms at St. Charles Lwanga Junior School in Changamwe Sub-County, Mombasa County.

The CS reiterated that the Government is committed to ensure it does everything possible to ascertain that learners have the necessary infrastructure and tools to excel in their studies. More specifically the Government is projected to equip schools with laboratories countrywide. The Ministry of Education partnered with the Ministry of Health in a Social Health Authority (SHA) registration drive in schools in Changamwe, Mombasa County, where he urged parents to register their children to ensure that families are comprehensively covered under the Universal Health Coverage."
43,State Corporation
43,Important Links
43,Kenya to participate at ACS2 in Ethiopia
43,"The Second edition of the Africa Climate Summit is scheduled to take place from 8th- 10th September, 2025 in Addis Ababa, Ethiopia. It is co-hosted by the Government of Federal Republic of Ethiopia and the Africa Union Commission.

The Government of the Republic of Kenya will be attending the Summit themed ‘Accelerating Global Climate Solutions: Financing for Africa’s Resilient and Green Development.’ The summit will also honour Africa's leadership in climate solutions, of which Kenya has made notable progress. Among strides made include, enacting the Climate Change Act (2016) to strengthen institutional coordination; Development of the National Climate Change Action Plan; advocacy for use of clean energy sources particularly geothermal, wind, hydro, and solar power, while expanding of the national grid towards the complete achievement of the Last Mile Connectivity in the country and the promotion of climate smart agriculture which involves and encourages the cultivation of drought resistant crops, increased uptake of irrigation and agro-forestry with a targeted 15 billion trees to be planted; these are all efforts towards contributing to the country’s enhanced food security initiatives."
43,Nairobi City County Government hosts visiting President’s Emergency Plan for AIDS Relief (PEPFAR) Ambassador as it continues to work closely with development partners in the health sector
43,"Nairobi, 25th January, 2023

Nairobi City County Executive Committee Members for Health, Wellness and Nutrition Dr. Anastasia Nyalita hosted visiting President’s Emergency Plan for AIDS Relief (PEPFAR) Ambassador, Dr. John N. Nkengasong at the County’s Mathare North Hospital."
42,Kenya Digital Economy Acceleration Project (KDEAP) Implementation Status
42,"A delegation from the World Bank this morning held talks with Information Communications and the Digital Economy Cabinet Secretary Hon William Kabogo Gitau aimed at accessing the implementation status of the Kenya Digital Economy Acceleration Project (KDEAP).The team which is conducting its 6th Implementation Support Mission for the project was led by Tim Kelly, World Bank lead Digital Development Specialist; Isabel Neto, World Bank Practice Manager Southern and Eastern Africa, and Aneliya Muller Senior Digital Development Specialist.CS Kabogo appreciated the World Bank for the Support and collaboration from the inception of the KDEAP project to the Implementation phase where he pledged of the Ministry's support in ensuring that the project is fully implemented.Earlier on, the delegation had met ICT and Digital Economy Principal Secretary Eng.John Tanui who was accompanied by ICT Authority (ICTA) CEO Stanley Kamanguya among other government officials from the Ministry.Eng. Tanui noted that the government is keen on addressing issues of Fibre connectivity and digitalisation of government services in all sectors in an effort to spur economic growth.The two-phased project which is being implemented by the ICT Authority is financed by the World Bank. While the World Bank approved the project in March 2023, the project became effective on 2nd February, 2024 and is expected to close on 31st October, 2028.The Beneficiaries of the project are Ministries, Department and Agencies in the Ministries of Information, Communication and the Digital Economy (ICTA, Office of the Data Protection Commission; Communications Authority); the Ministry of Public Service, Performance and Delivery Management (Huduma Secretariat)Other beneficiaries comprises the Ministry of Investments, Trade and Industry ; the Cabinet Office; office of the Attorney General; The Kenya Revenue Authority; the Ministry of Health and Judiciary who will benefit in the second phase respectively.

Our Contacts"
41,"Over 138,283 Police and Prison Officers onboarded into SHA Usalama Cover"
41,"The scheme provides a comprehensive benefits package covering the full continuum of care from primary healthcare to specialised treatment alongside advanced services such as overseas referrals where necessary, fertility treatment including IVF, and a Last Expense Benefit to support families.

Duale emphasised that the Government’s zero co-payment policy places responsibility on the system rather than patients, warning that any facility demanding out-of-pocket payments for covered services will face sanctions. He added that enhanced digital infrastructure, led by the Digital Health Agency (DHA), will strengthen efficiency, accountability and fraud prevention through real-time verification and monitoring of claims.Healthcare providers were urged to uphold high standards of integrity as the programme rolls out, supported by strengthened oversight mechanisms to safeguard public funds.Cabinet Secretary for Interior and National Administration Kipchumba Murkomen said the achievement reflects sustained government commitment and coordinated efforts across institutions, including the Ministries of Health and Interior, the National Police Service and the Social Health Authority.A nationwide sensitization campaign will accompany the rollout to ensure officers understand their benefits and can effectively access services under the scheme."
41,Top Researchers and University Dons get Government boost to conduct covid-19 vaccine
41,"Kenya’s top Professors and Researchers who want to come up with a vaccine for covid -19 have received a major boost from the government through the National Research Fund (NRF) after disbursing over 130 million national covid-19 strategic research grant to research institutions and Universities.

The grant was launched by PS University Education and Research Amb. Simon Nabukwesi on Monday 17th January 2022 in Nairobi. Speaking at the launch the PS asked researchers to appreciate the opportunity from the government by offering to advance research driven solutions in addressing the pandemic and assured them of government support in pooling of research efforts and resources to respond to crisis. In September 2021 NRF disbursed a total of shs 74,111,479 to covid-19 research consortia as part of the shs 131,037,479 research funding on covid-19. In April 2020 NRF made a research call on three strategic areas of COVID 19, cancer incidences and desert Locust menace."
